,As,Cs,Gs,Ns,Ts,coverage,majorbases,position
2935,74,26,7821,0,46,7968,7821,2935
2936,7599,105,125,0,101,7932,7599,2936
2937,34,16,7775,0,122,7950,7775,2937
2938,7601,143,104,0,104,7955,7601,2938
2939,7637,78,81,0,174,7970,7637,2939
2940,7505,193,211,0,51,7960,7505,2940
2941,7646,63,187,0,66,7962,7646,2941
2942,83,21,7799,0,65,7970,7799,2942
2943,226,7515,94,0,89,7931,7515,2943
2944,7621,102,165,0,79,7968,7621,2944
2945,112,52,7710,0,93,7971,7710,2945
2946,115,70,7713,0,77,7975,7713,2946
2947,7560,123,217,0,79,7979,7560,2947
2948,71,91,54,0,7757,7974,7757,2948
2949,44,50,7826,0,51,7972,7826,2949
2950,101,39,76,0,7750,7967,7750,2950
2951,7699,139,74,0,71,7984,7699,2951
2952,69,54,230,0,7618,7972,7618,2952
2953,54,41,102,0,7775,7972,7775,2953
2954,70,7645,198,0,66,7979,7645,2954
2955,120,52,93,0,7710,7976,7710,2955
2956,117,59,7750,0,50,7980,7750,2956
2957,153,7625,131,0,62,7971,7625,2957
2958,54,29,7846,0,43,7972,7846,2958
2959,7752,72,61,0,76,7963,7752,2959
2960,158,7615,146,0,47,7970,7615,2960
2961,66,31,56,0,7810,7966,7810,2961
2962,117,7686,119,0,43,7968,7686,2962
2963,7776,103,32,0,50,7972,7776,2963
2964,7802,62,90,0,21,7977,7802,2964
2965,7792,95,58,0,37,7983,7792,2965
2966,7779,87,49,0,65,7980,7779,2966
2967,129,7750,36,0,51,7968,7750,2967
2968,61,23,23,0,7872,7979,7872,2968
2969,134,7758,60,0,26,7979,7758,2969
2970,7796,99,49,0,31,7977,7796,2970
2971,42,13,38,0,7876,7971,7876,2971
2972,33,48,7807,0,79,7969,7807,2972
2973,54,26,25,0,7866,7973,7866,2973
2974,128,7789,17,0,34,7972,7789,2974
2975,7794,100,65,0,12,7973,7794,2975
2976,52,24,7840,0,32,7949,7840,2976
2977,146,7722,33,0,44,7946,7722,2977
2978,56,43,7840,0,17,7961,7840,2978
2979,134,25,7728,0,38,7929,7728,2979
2980,171,7518,51,0,207,7962,7518,2980
2981,172,7681,58,0,44,7964,7681,2981
2982,7599,104,214,0,42,7966,7599,2982
2983,65,34,140,0,7721,7969,7721,2983
2984,7743,74,114,0,20,7958,7743,2984
2985,7735,77,65,0,79,7958,7735,2985
2986,7760,78,106,0,17,7962,7760,2986
2987,7797,68,75,0,20,7961,7797,2987
2988,159,34,7776,0,18,7988,7776,2988
2989,7681,136,87,0,32,7950,7681,2989
2990,214,7445,267,0,17,7951,7445,2990
2991,7724,87,48,0,79,7943,7724,2991
2992,7636,66,95,0,134,7935,7636,2992
2993,290,7457,142,0,70,7965,7457,2993
2994,7675,187,55,0,32,7951,7675,2994
2995,125,43,7751,0,28,7948,7751,2995
2996,7669,166,38,0,71,7946,7669,2996
2997,191,42,7555,0,159,7948,7555,2997
2998,218,7437,62,0,178,7910,7437,2998
2999,161,7543,195,0,44,7944,7543,2999
3000,101,39,7817,0,18,7977,7817,3000
3001,183,41,81,0,7588,7932,7588,3001
3002,229,7423,222,0,84,7979,7423,3002
3003,236,7320,182,0,180,7942,7320,3003
3004,7631,129,123,0,62,7963,7631,3004
3005,165,96,211,0,7470,7948,7470,3005
3006,121,42,7734,0,47,7964,7734,3006
3007,169,7379,154,0,252,7964,7379,3007
3008,320,7519,88,0,21,7955,7519,3008
3009,100,44,7803,0,21,7973,7803,3009
3010,7541,167,108,0,135,7954,7541,3010
3011,219,57,206,0,7487,7972,7487,3011
3012,7504,265,74,0,123,7966,7504,3012
3013,188,30,149,0,7596,7965,7596,3013
3014,90,144,7658,0,77,7971,7658,3014
3015,38,73,7815,0,29,7955,7815,3015
3016,48,53,7834,0,25,7960,7834,3016
3017,242,60,147,0,7473,7925,7473,3017
3018,130,38,185,0,7596,7952,7596,3018
3019,7641,139,107,0,66,7955,7641,3019
3020,74,26,170,0,7691,7967,7691,3020
3021,115,109,70,0,7663,7957,7663,3021
3022,33,15,7901,0,11,7960,7901,3022
3023,32,32,7765,0,121,7950,7765,3023
3024,7699,137,112,0,12,7960,7699,3024
3025,189,25,87,0,7648,7970,7648,3025
3026,7799,98,57,0,13,7967,7799,3026
3027,163,24,7763,0,18,7968,7763,3027
3028,7790,115,47,0,17,7977,7790,3028
3029,7744,62,102,0,43,7952,7744,3029
3030,7770,121,30,0,39,7960,7770,3030
3031,241,28,7625,0,41,7940,7625,3031
3032,352,105,146,0,7341,7948,7341,3032
3033,80,27,7803,0,28,7946,7803,3033
3034,260,7538,61,0,59,7919,7538,3034
3035,7694,110,75,0,47,7939,7694,3035
3036,352,7440,122,0,30,7970,7440,3036
3037,150,44,144,0,7594,7948,7594,3037
3038,140,7588,198,0,42,7973,7588,3038
3039,7660,178,104,0,28,7975,7660,3039
3040,7589,110,177,0,80,7957,7589,3040
3041,179,122,174,0,7495,7972,7495,3041
3042,124,31,7735,0,42,7967,7735,3042
3043,7519,152,192,0,72,7966,7519,3043
3044,352,7411,146,0,29,7974,7411,3044
3045,7520,177,125,0,114,7936,7520,3045
3046,180,7211,470,0,63,7948,7211,3046
3047,7494,226,164,0,62,7958,7494,3047
3048,72,190,230,0,7462,7968,7462,3048
3049,60,162,7677,0,64,7966,7677,3049
3050,30,17,7767,0,109,7933,7767,3050
3051,7520,171,91,0,129,7934,7520,3051
3052,7689,159,92,0,11,7954,7689,3052
3053,166,21,7711,0,39,7941,7711,3053
3054,7677,114,110,0,41,7942,7677,3054
3055,100,18,158,0,7687,7965,7687,3055
3056,7715,215,31,0,17,7980,7715,3056
3057,82,19,7797,0,63,7962,7797,3057
3058,7232,118,470,0,143,7963,7232,3058
3059,119,33,7801,0,17,7970,7801,3059
3060,7697,66,77,0,112,7953,7697,3060
3061,7683,77,136,0,40,7936,7683,3061
3062,7748,84,97,0,25,7954,7748,3062
3063,236,42,7634,0,30,7942,7634,3063
3064,430,7331,56,0,124,7943,7331,3064
3065,181,7324,445,0,9,7959,7324,3065
3066,53,28,73,0,7812,7966,7812,3066
3067,130,7555,221,0,24,7958,7555,3067
3068,50,29,367,0,7512,7960,7512,3068
3069,192,21,175,0,7554,7944,7554,3069
3070,115,12,255,0,7579,7962,7579,3070
3071,183,7423,161,0,185,7956,7423,3071
3072,7587,126,137,0,68,7934,7587,3072
3073,56,50,179,0,7675,7964,7675,3073
3074,92,7674,189,0,20,7978,7674,3074
3075,34,36,7853,0,36,7960,7853,3075
3076,7591,181,85,0,66,7923,7591,3076
3077,7607,201,73,0,68,7949,7607,3077
3078,112,25,7797,0,17,7952,7797,3078
3079,88,29,128,0,7690,7937,7690,3079
3080,55,19,166,0,7695,7937,7695,3080
3081,7752,61,38,0,95,7955,7752,3081
3082,7847,60,42,0,15,7966,7847,3082
3083,7736,83,110,0,38,7967,7736,3083
3084,7863,82,20,0,13,7978,7863,3084
3085,250,87,7519,0,103,7960,7519,3085
3086,183,7730,28,0,26,7968,7730,3086
3087,55,41,63,0,7807,7967,7807,3087
3088,57,62,7779,0,68,7971,7779,3088
3089,137,7718,48,0,56,7963,7718,3089
3090,246,7577,122,0,17,7962,7577,3090
3091,7607,113,169,0,68,7957,7607,3091
3092,261,7541,121,0,49,7977,7541,3092
3093,60,68,72,0,7778,7978,7778,3093
3094,103,148,7691,0,37,7985,7691,3094
3095,90,24,7820,0,29,7974,7820,3095
3096,226,7435,208,0,46,7961,7435,3096
3097,314,7415,193,0,11,7957,7415,3097
3098,7742,100,96,0,21,7969,7742,3098
3099,7567,88,244,0,77,7977,7567,3099
3100,7744,183,23,0,34,7986,7744,3100
3101,106,45,7750,0,78,7983,7750,3101
3102,209,147,172,0,7405,7958,7405,3102
3103,256,7427,228,0,23,7960,7427,3103
3104,7534,127,217,0,62,7963,7534,3104
3105,349,7373,136,0,72,7958,7373,3105
3106,7595,129,119,0,32,7890,7595,3106
3107,234,7153,482,0,76,7951,7153,3107
3108,7630,184,110,0,23,7951,7630,3108
3109,218,7066,293,0,311,7940,7066,3109
3110,139,7580,111,0,84,7934,7580,3110
3111,160,7183,520,0,38,7933,7183,3111
3112,117,99,185,0,7528,7944,7528,3112
3113,259,7475,153,0,46,7946,7475,3113
3114,199,61,123,0,7495,7937,7495,3114
3115,150,44,7719,0,31,7952,7719,3115
3116,81,27,7623,0,217,7948,7623,3116
3117,7475,310,114,0,61,7960,7475,3117
3118,173,23,7729,0,35,7962,7729,3118
3119,229,90,422,0,7192,7949,7192,3119
3120,7478,222,237,0,32,7969,7478,3120
3121,7552,108,291,0,26,7977,7552,3121
3122,232,149,132,0,7435,7958,7435,3122
3123,323,48,7556,0,23,7965,7556,3123
3124,73,21,7584,0,255,7936,7584,3124
3125,7552,308,48,0,33,7944,7552,3125
3126,64,23,7811,0,48,7947,7811,3126
3127,170,126,179,0,7456,7939,7456,3127
3128,37,31,7870,0,30,7969,7870,3128
3129,219,59,118,0,7453,7949,7453,3129
3130,244,47,64,0,7579,7938,7579,3130
3131,7634,147,160,0,26,7967,7634,3131
3132,90,24,7805,0,31,7950,7805,3132
3133,7690,83,157,0,23,7962,7690,3133
3134,7596,105,153,0,98,7952,7596,3134
3135,7647,183,82,0,63,7975,7647,3135
3136,57,20,7812,0,56,7949,7812,3136
3137,356,131,108,0,7335,7934,7335,3137
3138,44,35,7829,0,19,7954,7829,3138
3139,7588,139,96,0,103,7928,7588,3139
3140,40,31,7847,0,27,7947,7847,3140
3141,7566,121,58,0,162,7919,7566,3141
3142,175,59,85,0,7568,7958,7568,3142
3143,36,112,7775,0,40,7963,7775,3143
3144,7700,56,149,0,43,7954,7700,3144
3145,112,26,130,0,7692,7965,7692,3145
3146,7676,145,116,0,26,7971,7676,3146
3147,7684,68,113,0,92,7965,7684,3147
3148,91,64,200,0,7609,7974,7609,3148
3149,65,38,120,0,7747,7971,7747,3149
3150,105,7674,156,0,33,7970,7674,3150
3151,119,7611,190,0,48,7971,7611,3151
3152,7796,87,62,0,15,7970,7796,3152
3153,7786,94,56,0,34,7971,7786,3153
3154,7843,93,35,0,9,7981,7843,3154
3155,56,21,7899,0,8,7985,7899,3155
3156,7810,97,33,0,26,7971,7810,3156
3157,7780,88,100,0,12,7980,7780,3157
3158,42,22,29,0,7889,7982,7889,3158
3159,40,112,94,0,7739,7985,7739,3159
3160,21,15,22,0,7917,7975,7917,3160
3161,161,7772,15,0,28,7976,7772,3161
3162,43,33,7876,0,24,7976,7876,3162
3163,116,7713,121,0,25,7976,7713,3163
3164,48,40,34,0,7842,7966,7842,3164
3165,29,36,7883,0,26,7976,7883,3165
3166,40,21,7875,0,34,7971,7875,3166
3167,7801,65,26,0,64,7956,7801,3167
3168,140,7770,41,0,18,7970,7770,3168
3169,109,7763,84,0,15,7971,7763,3169
3170,7858,92,11,0,10,7971,7858,3170
3171,44,22,7895,0,14,7975,7895,3171
3172,81,74,39,0,7783,7977,7783,3172
3173,44,7,7905,0,27,7983,7905,3173
3174,35,16,24,0,7891,7966,7891,3174
3175,131,7813,11,0,10,7969,7813,3175
3176,7743,166,50,0,11,7970,7743,3176
3177,126,7758,57,0,20,7962,7758,3177
3178,7848,66,33,0,10,7957,7848,3178
3179,7844,60,35,0,24,7965,7844,3179
3180,177,7729,42,0,15,7967,7729,3180
3181,7804,112,25,0,20,7961,7804,3181
3182,154,7723,85,0,11,7973,7723,3182
3183,7807,98,46,0,10,7966,7807,3183
3184,7813,66,29,0,61,7976,7813,3184
3185,199,7695,54,0,11,7969,7695,3185
3186,92,32,89,0,7729,7950,7729,3186
3187,7791,44,83,0,39,7964,7791,3187
3188,207,7681,37,0,39,7966,7681,3188
3189,7827,71,74,0,11,7984,7827,3189
3190,85,22,7835,0,15,7958,7835,3190
3191,7821,66,17,0,42,7947,7821,3191
3192,199,7578,87,0,72,7939,7578,3192
3193,194,7605,98,0,36,7935,7605,3193
3194,7777,74,72,0,33,7963,7777,3194
3195,70,43,7824,0,12,7952,7824,3195
3196,164,116,7583,0,44,7907,7583,3196
3197,247,7462,203,0,13,7928,7462,3197
3198,195,92,143,0,7511,7946,7511,3198
3199,7563,214,29,0,104,7915,7563,3199
3200,132,7468,263,0,51,7941,7468,3200
3201,122,7512,155,0,170,7960,7512,3201
3202,7587,55,299,0,22,7963,7587,3202
3203,136,22,90,0,7715,7963,7715,3203
3204,7766,84,76,0,24,7961,7766,3204
3205,154,7453,286,0,59,7956,7453,3205
3206,7545,139,256,0,11,7954,7545,3206
3207,141,7505,309,0,17,7972,7505,3207
3208,7719,105,117,0,9,7953,7719,3208
3209,7728,92,86,0,57,7963,7728,3209
3210,7781,123,22,0,44,7970,7781,3210
3211,148,7473,320,0,37,7979,7473,3211
3212,7703,131,43,0,58,7936,7703,3212
3213,106,29,7804,0,29,7968,7804,3213
3214,159,7475,111,0,200,7952,7475,3214
3215,7586,149,165,0,46,7947,7586,3215
3216,210,44,7615,0,65,7939,7615,3216
3217,203,44,7651,0,15,7914,7651,3217
3218,7667,98,70,0,100,7935,7667,3218
3219,304,7243,192,0,181,7928,7243,3219
3220,276,7456,172,0,53,7963,7456,3220
3221,7575,124,184,0,57,7954,7575,3221
3222,92,182,251,0,7412,7953,7412,3222
3223,229,86,7619,0,25,7964,7619,3223
3224,121,33,7599,0,195,7952,7599,3224
3225,152,7575,127,0,51,7944,7575,3225
3226,7378,143,423,0,12,7959,7378,3226
3227,100,22,135,0,7713,7972,7713,3227
3228,258,7407,267,0,21,7961,7407,3228
3229,86,61,107,0,7697,7971,7697,3229
3230,7560,301,63,0,32,7966,7560,3230
3231,56,33,7851,0,12,7957,7851,3231
3232,86,21,7811,0,24,7943,7811,3232
3233,553,161,322,0,6892,7939,6892,3233
3234,7708,116,115,0,17,7960,7708,3234
3235,7746,121,77,0,10,7955,7746,3235
3236,119,26,7693,0,105,7956,7693,3236
3237,329,7470,132,0,24,7959,7470,3237
3238,67,41,367,0,7476,7959,7476,3238
3239,162,107,110,0,7582,7964,7582,3239
3240,86,40,7794,0,53,7977,7794,3240
3241,7518,184,140,0,107,7951,7518,3241
3242,109,29,7795,0,31,7968,7795,3242
3243,7699,144,62,0,48,7953,7699,3243
3244,211,53,142,0,7544,7953,7544,3244
3245,167,157,7613,0,25,7967,7613,3245
3246,81,30,7748,0,79,7938,7748,3246
3247,7526,190,82,0,142,7941,7526,3247
3248,185,7489,217,0,30,7926,7489,3248
3249,125,45,218,0,7521,7918,7521,3249
3250,72,105,121,0,7648,7952,7648,3250
3251,169,87,152,0,7537,7946,7537,3251
3252,50,24,7833,0,47,7956,7833,3252
3253,7756,102,50,0,32,7946,7756,3253
3254,64,62,139,0,7659,7931,7659,3254
3255,79,151,95,0,7616,7941,7616,3255
3256,39,43,101,0,7776,7963,7776,3256
3257,125,7720,60,0,75,7984,7720,3257
3258,79,55,176,0,7631,7945,7631,3258
3259,36,35,7809,0,88,7973,7809,3259
3260,127,7616,92,0,119,7969,7616,3260
3261,43,17,7851,0,47,7960,7851,3261
3262,7698,128,68,0,59,7955,7698,3262
3263,7614,123,113,0,108,7968,7614,3263
3264,76,98,7743,0,28,7957,7743,3264
3265,41,15,7883,0,18,7957,7883,3265
3266,7729,109,112,0,23,7974,7729,3266
3267,7752,133,26,0,63,7975,7752,3267
3268,213,7587,67,0,42,7971,7587,3268
3269,188,7533,202,0,26,7972,7533,3269
3270,7749,88,102,0,44,7985,7749,3270
3271,158,7544,241,0,26,7969,7544,3271
3272,7617,236,50,0,56,7969,7617,3272
3273,38,20,7868,0,49,7976,7868,3273
3274,200,101,47,0,7615,7967,7615,3274
3275,58,132,7750,0,40,7983,7750,3275
3276,48,36,7807,0,68,7960,7807,3276
3277,192,93,72,0,7589,7947,7589,3277
3278,54,126,7759,0,22,7965,7759,3278
3279,101,20,7784,0,46,7951,7784,3279
3280,198,80,218,0,7434,7932,7434,3280
3281,58,49,7787,0,38,7933,7787,3281
3282,7683,127,31,0,107,7950,7683,3282
3283,223,7585,116,0,36,7964,7585,3283
3284,170,47,167,0,7575,7964,7575,3284
3285,36,17,7911,0,14,7983,7911,3285
3286,7678,162,71,0,49,7962,7678,3286
3287,183,48,7713,0,20,7970,7713,3287
3288,83,17,7835,0,28,7964,7835,3288
3289,7671,151,55,0,91,7972,7671,3289
3290,139,7379,397,0,50,7974,7379,3290
3291,124,59,85,0,7694,7964,7694,3291
3292,59,37,7795,0,71,7967,7795,3292
3293,82,89,97,0,7705,7977,7705,3293
3294,125,51,7777,0,18,7977,7777,3294
3295,69,12,7839,0,39,7966,7839,3295
3296,7627,136,120,0,55,7954,7627,3296
3297,7568,144,151,0,95,7958,7568,3297
3298,7599,203,66,0,76,7944,7599,3298
3299,46,57,297,0,7551,7951,7551,3299
3300,7624,185,147,0,3,7960,7624,3300
3301,49,17,7855,0,45,7968,7855,3301
3302,7480,175,81,0,213,7950,7480,3302
3303,269,31,7592,0,65,7957,7592,3303
3304,68,26,7657,0,179,7932,7657,3304
3305,7669,112,74,0,68,7925,7669,3305
3306,208,7146,475,0,84,7929,7146,3306
3307,270,7439,107,0,100,7917,7439,3307
3308,126,7286,472,0,40,7925,7286,3308
3309,71,75,59,0,7743,7952,7743,3309
3310,114,7756,57,0,33,7960,7756,3310
3311,38,41,369,0,7485,7937,7485,3311
3312,42,24,238,0,7634,7938,7634,3312
3313,72,24,249,0,7612,7957,7612,3313
3314,7623,95,58,0,161,7938,7623,3314
3315,7636,94,200,0,19,7949,7636,3315
3316,36,10,7893,0,18,7957,7893,3316
3317,7649,116,166,0,13,7948,7649,3317
3318,7753,53,105,0,38,7950,7753,3318
3319,306,7481,138,0,23,7950,7481,3319
3320,7707,122,121,0,15,7967,7707,3320
3321,7643,91,137,0,95,7966,7643,3321
3322,154,7585,204,0,13,7959,7585,3322
3323,125,27,119,0,7695,7966,7695,3323
3324,7650,88,147,0,78,7964,7650,3324
3325,130,7551,190,0,84,7955,7551,3325
3326,159,26,70,0,7673,7944,7673,3326
3327,70,42,7799,0,51,7962,7799,3327
3328,132,7653,61,0,93,7945,7653,3328
3329,164,7661,126,0,16,7967,7661,3329
3330,44,34,46,0,7838,7963,7838,3330
3331,104,7774,69,0,23,7971,7774,3331
3332,31,35,110,0,7787,7970,7787,3332
3333,23,32,7886,0,24,7968,7886,3333
3334,44,14,7868,0,32,7959,7868,3334
3335,7736,103,61,0,42,7944,7736,3335
3336,7749,128,68,0,20,7965,7749,3336
3337,7817,78,44,0,8,7947,7817,3337
3338,7745,72,69,0,66,7955,7745,3338
3339,168,7744,47,0,8,7972,7744,3339
3340,51,12,53,0,7827,7945,7827,3340
3341,109,7770,49,0,34,7962,7770,3341
3342,7747,68,114,0,11,7940,7747,3342
3343,41,7,96,0,7820,7964,7820,3343
3344,7857,62,31,0,21,7973,7857,3344
3345,7851,51,21,0,41,7965,7851,3345
3346,150,7724,92,0,9,7975,7724,3346
3347,7841,83,38,0,16,7978,7841,3347
3348,33,21,7906,0,9,7971,7906,3348
3349,7776,171,17,0,13,7977,7776,3349
3350,7729,133,98,0,16,7976,7729,3350
3351,32,21,22,0,7904,7979,7904,3351
3352,42,101,7811,0,21,7975,7811,3352
3353,27,13,7912,0,26,7978,7912,3353
3354,121,46,42,0,7769,7979,7769,3354
3355,31,19,7890,0,40,7980,7890,3355
3356,116,7738,53,0,60,7974,7738,3356
3357,75,24,53,0,7823,7976,7823,3357
3358,27,18,7913,0,20,7978,7913,3358
3359,130,7729,37,0,79,7976,7729,3359
3360,198,7737,41,0,7,7983,7737,3360
3361,37,22,7896,0,13,7969,7896,3361
3362,7803,145,17,0,14,7979,7803,3362
3363,86,29,47,0,7813,7975,7813,3363
3364,123,7801,18,0,17,7965,7801,3364
3365,29,14,100,0,7810,7963,7810,3365
3366,46,63,16,0,7840,7971,7840,3366
3367,42,27,7833,0,62,7971,7833,3367
3368,83,7730,69,0,59,7951,7730,3368
3369,7728,125,52,0,26,7932,7728,3369
3370,106,7576,271,0,11,7967,7576,3370
3371,7763,125,54,0,12,7956,7763,3371
3372,102,14,98,0,7746,7964,7746,3372
3373,62,110,210,0,7577,7960,7577,3373
3374,7761,88,83,0,39,7973,7761,3374
3375,138,7527,279,0,17,7965,7527,3375
3376,206,7612,117,0,13,7949,7612,3376
3377,7570,96,264,0,41,7972,7570,3377
3378,140,7355,117,0,320,7954,7355,3378
3379,322,7561,32,0,33,7952,7561,3379
3380,40,59,7848,0,22,7969,7848,3380
3381,271,7286,88,0,265,7955,7286,3381
3382,98,48,317,0,7484,7953,7484,3382
3383,7450,241,25,0,248,7973,7450,3383
3384,7595,163,194,0,26,7978,7595,3384
3385,68,27,7864,0,20,7979,7864,3385
3386,7535,131,273,0,19,7966,7535,3386
3387,119,33,307,0,7379,7961,7379,3387
3388,7762,121,54,0,33,7971,7762,3388
3389,353,7328,226,0,53,7962,7328,3389
3390,7757,131,42,0,46,7981,7757,3390
3391,84,58,7807,0,23,7977,7807,3391
3392,7520,298,73,0,55,7949,7520,3392
3393,51,35,7779,0,57,7938,7779,3393
3394,70,26,7652,0,184,7933,7652,3394
3395,201,187,209,0,7350,7948,7350,3395
3396,98,26,7736,0,93,7955,7736,3396
3397,7518,150,98,0,157,7924,7518,3397
3398,81,18,7747,0,79,7926,7747,3398
3399,112,83,7651,0,89,7936,7651,3399
3400,7576,160,45,0,144,7927,7576,3400
3401,178,7619,106,0,33,7940,7619,3401
3402,128,58,7732,0,26,7950,7732,3402
3403,33,25,7870,0,21,7950,7870,3403
3404,7616,157,84,0,63,7928,7616,3404
3405,248,35,107,0,7557,7950,7557,3405
3406,67,29,7807,0,57,7963,7807,3406
3407,251,7498,102,0,90,7945,7498,3407
3408,103,60,219,0,7584,7966,7584,3408
3409,63,159,7631,0,100,7953,7631,3409
3410,81,32,7830,0,16,7970,7830,3410
3411,200,56,169,0,7506,7942,7506,3411
3412,7606,180,55,0,96,7968,7606,3412
3413,140,7472,186,0,106,7944,7472,3413
3414,101,102,7616,0,123,7964,7616,3414
3415,126,41,7702,0,82,7960,7702,3415
3416,129,51,7645,0,116,7948,7645,3416
3417,7545,173,92,0,108,7929,7545,3417
3418,162,169,208,0,7354,7931,7354,3418
3419,122,174,7598,0,15,7958,7598,3419
3420,98,31,7688,0,95,7944,7688,3420
3421,7513,145,221,0,55,7941,7513,3421
3422,7521,191,180,0,41,7941,7521,3422
3423,7505,107,249,0,35,7955,7505,3423
3424,182,29,265,0,7398,7950,7398,3424
3425,190,7444,173,0,80,7951,7444,3425
3426,7534,202,129,0,44,7955,7534,3426
3427,44,72,7812,0,26,7957,7812,3427
3428,7502,104,103,0,226,7944,7502,3428
3429,130,7226,343,0,135,7951,7226,3429
3430,180,7351,265,0,153,7957,7351,3430
3431,7454,106,274,0,108,7955,7454,3431
3432,36,52,230,0,7636,7958,7636,3432
3433,46,340,202,0,7373,7963,7373,3433
3434,31,23,7825,0,72,7957,7825,3434
3435,7416,119,286,0,123,7949,7416,3435
3436,7560,140,116,0,145,7961,7560,3436
3437,7713,124,109,0,13,7959,7713,3437
3438,50,12,7885,0,19,7967,7885,3438
3439,7579,153,189,0,25,7949,7579,3439
3440,70,18,7869,0,9,7967,7869,3440
3441,7562,199,90,0,90,7954,7562,3441
3442,7507,109,258,0,74,7957,7507,3442
3443,7622,121,89,0,124,7956,7622,3443
3444,52,20,7875,0,12,7959,7875,3444
3445,7632,93,57,0,147,7941,7632,3445
3446,7600,112,176,0,77,7966,7600,3446
3447,61,38,7734,0,131,7966,7734,3447
3448,7605,123,170,0,55,7953,7605,3448
3449,44,26,7844,0,47,7961,7844,3449
3450,7638,188,42,0,36,7925,7638,3450
3451,7591,72,151,0,150,7966,7591,3451
3452,141,153,75,0,7580,7958,7580,3452
3453,72,77,158,0,7667,7976,7667,3453
3454,117,145,116,0,7602,7980,7602,3454
3455,57,47,7839,0,41,7984,7839,3455
3456,61,13,7828,0,83,7985,7828,3456
3457,144,28,140,0,7622,7940,7622,3457
3458,169,7538,218,0,25,7956,7538,3458
3459,7735,50,127,0,26,7938,7735,3459
3460,7639,71,69,0,183,7962,7639,3460
3461,142,7709,98,0,17,7966,7709,3461
3462,91,24,102,0,7745,7962,7745,3462
3463,120,7709,62,0,63,7957,7709,3463
3464,126,7659,139,0,27,7954,7659,3464
3465,36,13,165,0,7749,7967,7749,3465
3466,67,34,21,0,7849,7972,7849,3466
3467,55,26,7879,0,16,7979,7879,3467
3468,70,16,7853,0,31,7971,7853,3468
3469,78,34,80,0,7758,7954,7758,3469
3470,142,7745,59,0,20,7969,7745,3470
3471,7820,69,63,0,21,7974,7820,3471
3472,114,7743,78,0,23,7958,7743,3472
3473,7838,95,33,0,7,7973,7838,3473
3474,34,13,7899,0,25,7973,7899,3474
3475,125,7713,28,0,78,7950,7713,3475
3476,151,7732,48,0,33,7970,7732,3476
3477,39,15,7835,0,26,7962,7835,3477
3478,52,17,7815,0,70,7959,7815,3478
3479,7742,90,60,0,57,7954,7742,3479
3480,147,7494,234,0,90,7965,7494,3480
3481,7784,58,79,0,25,7946,7784,3481
3482,79,19,95,0,7759,7955,7759,3482
3483,39,336,7572,0,17,7968,7572,3483
3484,47,31,7870,0,22,7970,7870,3484
3485,143,15,7743,0,28,7960,7743,3485
3486,593,7062,49,0,37,7969,7062,3486
3487,7836,80,39,0,10,7969,7836,3487
3488,50,20,7881,0,19,7970,7881,3488
3489,7815,97,29,0,34,7976,7815,3489
3490,41,25,368,0,7535,7972,7535,3490
3491,149,439,106,0,7272,7969,7272,3491
3492,48,5,7889,0,22,7965,7889,3492
3493,7464,73,187,0,232,7958,7464,3493
3494,319,7332,287,0,18,7958,7332,3494
3495,7616,51,255,0,22,7956,7616,3495
3496,7428,60,225,0,215,7945,7428,3496
3497,202,7361,308,0,28,7907,7361,3497
3498,92,90,193,0,7540,7924,7540,3498
3499,95,110,203,0,7513,7922,7513,3499
3500,40,76,204,0,7590,7912,7590,3500
3501,110,78,187,0,7578,7955,7578,3501
3502,168,7462,253,0,71,7956,7462,3502
3503,7613,80,128,0,128,7949,7613,3503
3504,207,7443,244,0,38,7947,7443,3504
3505,145,22,116,0,7649,7949,7649,3505
3506,7502,348,58,0,52,7960,7502,3506
3507,151,19,7758,0,23,7955,7758,3507
3508,53,38,7761,0,93,7946,7761,3508
3509,7629,151,64,0,104,7950,7629,3509
3510,81,26,7830,0,25,7964,7830,3510
3511,137,70,62,0,7657,7935,7657,3511
3512,106,7426,380,0,17,7938,7426,3512
3513,87,18,79,0,7757,7947,7757,3513
3514,279,98,17,0,7568,7967,7568,3514
3515,24,104,7789,0,30,7952,7789,3515
3516,99,18,7756,0,58,7931,7756,3516
3517,45,17,7816,0,68,7946,7816,3517
3518,7696,125,59,0,43,7925,7696,3518
3519,7745,103,39,0,72,7959,7745,3519
3520,203,77,198,0,7481,7959,7481,3520
3521,182,49,7708,0,24,7963,7708,3521
3522,58,23,7841,0,40,7967,7841,3522
3523,153,7615,60,0,132,7968,7615,3523
3524,7542,76,309,0,28,7956,7542,3524
3525,42,12,129,0,7768,7968,7768,3525
3526,221,184,13,0,7537,7968,7537,3526
3527,17,9,7915,0,19,7960,7915,3527
3528,180,45,85,0,7646,7956,7646,3528
3529,24,9,163,0,7764,7960,7764,3529
3530,120,7687,14,0,158,7979,7687,3530
3531,211,7527,110,0,93,7955,7527,3531
3532,24,80,151,0,7703,7973,7703,3532
3533,20,9,7937,0,9,7977,7937,3533
3534,39,16,7835,0,80,7972,7835,3534
3535,7756,100,27,0,70,7958,7756,3535
3536,7749,84,115,0,9,7959,7749,3536
3537,111,15,7826,0,13,7965,7826,3537
3538,7686,94,147,0,39,7966,7686,3538
3539,7780,110,52,0,15,7959,7780,3539
3540,7669,117,157,0,20,7965,7669,3540
3541,76,22,30,0,7827,7957,7827,3541
